UF,Estado,Casos_entre_nascidos,Espinha bífida,Outras malformações congênitas do sistema nervoso,Malformações congênitas do aparelho circulatório,Fenda labial e fenda palatina,Ausência atresia e estenose do intestino delgado,Outras malformações congênitas do aparelho digestivo,Testiculo não-descido,Outras malformações do aparelho geniturinário,Deformidades congênitas do quadril,Deformidades congênitas dos pés,Outras malformações e deformidades congênitas do aparelho osteomuscular,Outras malformações congênitas,Anomalias cromossômicas não classificadas em outra parte
MG,Minas Gerais,0.007692743718267432,0.02834168738309054,0.07530791218935486,0.10607888706242459,0.061541949746139454,0.003239049986638919,0.036439312349687836,0.012956199946555676,0.05587361226952135,0.002429287489979189,0.10041054958580649,0.2736997238709886,0.12389366198893864,0.05749313726284081
MS,Mato Grosso do Sul,0.007485191168551427,0.01615508885298869,0.10231556273559504,0.03769520732364028,0.09154550350026926,0.0,0.03769520732364028,0.01615508885298869,0.048465266558966075,0.005385029617662897,0.13462574044157244,0.29617662897145935,0.15078082929456113,0.03769520732364028
MT,Mato Grosso,0.005544933078393882,0.0076481835564053535,0.0497131931166348,0.019120458891013385,0.05736137667304015,0.0,0.019120458891013385,0.0076481835564053535,0.03441682600382409,0.0,0.09177820267686425,0.23709369024856597,0.11089866156787763,0.02676864244741874
PA,Pará,0.005037313432835821,0.02643034825870647,0.06529850746268656,0.04042288557213931,0.038868159203980096,0.001554726368159204,0.04042288557213931,0.00777363184079602,0.05441542288557214,0.0046641791044776115,0.08706467661691543,0.16013681592039802,0.07151741293532338,0.02332089552238806
PB,Paraíba,0.008299249493706072,0.015883731088432673,0.059563991581622525,0.04368026049318985,0.07147678989794702,0.007941865544216336,0.04368026049318985,0.03970932772108168,0.08338958821427153,0.003970932772108168,0.1508954453401104,0.23428503355438193,0.18266290751697573,0.03970932772108168
PE,Pernambuco,0.01050134972771389,0.046811365799616145,0.06865666983943701,0.046811365799616145,0.07645856413937303,0.0,0.034328334919718505,0.028086819479769688,0.1622794014386693,0.001560378859987205,0.1638397802986565,0.34328334919718506,0.21065114609827265,0.05305288123956497
PI,Piauí,0.008181274991956611,0.018384887622374408,0.06894332858390403,0.04596221905593602,0.05515466286712323,0.0,0.08273199430068484,0.0,0.059750884772716825,0.004596221905593602,0.11950176954543365,0.30335064576917775,0.16546398860136968,0.018384887622374408
PR,Paraná,0.007498183712354868,0.02878644569642637,0.06853915642006278,0.09732560211648915,0.08910090334608162,0.006853915642006278,0.04523584323724143,0.002741566256802511,0.06031445764965525,0.004112349385203767,0.10006716837329166,0.23303313182821345,0.1206289152993105,0.09184246960288413
RJ,Rio de Janeiro,0.006840870222328282,0.015909000517042516,0.06463031460048523,0.060653064471224594,0.04374975142186692,0.003977250129260629,0.03281231356640019,0.02187487571093346,0.07954500258521259,0.0009943125323151572,0.06860756472974586,0.28238475917750466,0.10639144095772184,0.03380662609871535
RN,Rio Grande do Norte,0.008356993625113837,0.021428188782343174,0.0857127551293727,0.05892751915144372,0.09642684952054427,0.0,0.0803557079337869,0.005357047195585793,0.0857127551293727,0.0,0.11785503830288745,0.22499598221460332,0.1499973214764022,0.0803557079337869
RO,Rondônia,0.007549479698020812,0.040807998367680065,0.10201999591920016,0.010201999591920016,0.08161599673536013,0.010201999591920016,0.040807998367680065,0.040807998367680065,0.05100999795960008,0.0,0.07141399714344011,0.3162619873495205,0.1734339930626403,0.05100999795960008
RR,Roraima,0.004610794684024953,0.0,0.05424464334147003,0.0,0.027122321670735014,0.0,0.0,0.0,0.027122321670735014,0.0,0.05424464334147003,0.10848928668294006,0.1898562516951451,0.05424464334147003
RS,Rio Grande do Sul,0.009036191667318064,0.02032361447666693,0.059407488470257175,0.11725162198077073,0.08598452278589853,0.006253419838974439,0.034393809114359415,0.015633549597436097,0.1109982021417963,0.0046900648792308295,0.11881497694051435,0.2688970530759009,0.12037833190025796,0.08285781286641132
SC,Santa Catarina,0.008402627730854012,0.03492001134900369,0.06329252057006919,0.11130753617494926,0.07638752482594557,0.004365001418625461,0.05892751915144372,0.010912503546563652,0.09603003120976014,0.004365001418625461,0.09821253191907288,0.24444007944302582,0.13749754468670203,0.07420502411663284
SE,Sergipe,0.011025275631890798,0.03000075001875047,0.06750168754218855,0.05250131253281332,0.06750168754218855,0.0,0.05250131253281332,0.015000375009375235,0.10500262506562665,0.007500187504687617,0.23250581264531614,0.4350108752718818,0.2175054376359409,0.03750093752343808
SP,São Paulo,0.012146639145651979,0.03679440007179395,0.09243471237548237,0.2346764785066858,0.07269137575159293,0.007628107331957282,0.08480660504352508,0.034550839091806514,0.12115229291932154,0.02602530736785426,0.12160100511531903,0.3495468006820425,0.1862155613389572,0.07762720990756529
TO,Tocantins,0.010773047793157482,0.03264559937320449,0.09140767824497258,0.12405327761817707,0.11752415774353617,0.0,0.019587359623922697,0.039174719247845394,0.14364063724209977,0.013058239749281797,0.15669887699138157,0.3917471924784539,0.16975711674066335,0.019587359623922697
